Protein.IDs,Majority.protein.IDs,gene,rectum
ENSP00000420560.1;ENSP00000352642.4;ENSP00000339047.6,ENSP00000420560.1;ENSP00000352642.4;ENSP00000339047.6,LRRC61; LRRC61; LRRC61,0
ENSP00000437872.1;ENSP00000437394.1;ENSP00000339057.3,ENSP00000437872.1;ENSP00000437394.1;ENSP00000339057.3,GPRASP2; GPRASP2; GPRASP2,0
ENSP00000412393.1;ENSP00000416429.2;ENSP00000388674.1;ENSP00000380158.1;ENSP00000380156.2;ENSP00000339064.5;ENSP00000413742.1,ENSP00000412393.1;ENSP00000416429.2;ENSP00000388674.1;ENSP00000380158.1;ENSP00000380156.2;ENSP00000339064.5,RPL32; RPL32; RPL32; RPL32; RPL32; RPL32; RPL32,279860000
ENSP00000339067.3,ENSP00000339067.3,FGFBP3,0
ENSP00000435408.1;ENSP00000432188.1;ENSP00000402208.2;ENSP00000339076.7;ENSP00000376767.3;ENSP00000436169.1;ENSP00000434054.1,ENSP00000435408.1;ENSP00000432188.1;ENSP00000402208.2;ENSP00000339076.7;ENSP00000376767.3;ENSP00000436169.1;ENSP00000434054.1,NKAPD1; NKAPD1; NKAPD1; NKAPD1; NKAPD1; NKAPD1; NKAPD1,0
ENSP00000459205.1;ENSP00000339086.4;ENSP00000459626.1;ENSP00000459879.1;ENSP00000460589.1;ENSP00000385076.1;ENSP00000459518.1,ENSP00000459205.1;ENSP00000339086.4;ENSP00000459626.1,MRTFB; MRTFB; MRTFB; MRTFB; MRTFB; MRTFA; MRTFB,3389100
ENSP00000339090.4;ENSP00000478689.1;ENSP00000359985.1,ENSP00000339090.4;ENSP00000478689.1,RBMX2; NA; RBMX2,0
ENSP00000385286.1;ENSP00000385018.1;ENSP00000339095.4;ENSP00000385729.3,ENSP00000385286.1;ENSP00000385018.1;ENSP00000339095.4;ENSP00000385729.3,RPS7; RPS7; NA; RPS7,1.315e+09
ENSP00000339109.3;ENSP00000396695.1;ENSP00000486322.1;ENSP00000405375.1,ENSP00000339109.3;ENSP00000396695.1,ANAPC1; ANAPC1; ANAPC1; ANAPC1,4303200
ENSP00000386579.1;ENSP00000386577.1;ENSP00000339115.3;ENSP00000417001.1,ENSP00000386579.1;ENSP00000386577.1;ENSP00000339115.3,ESPNL; ESPNL; ESPNL; ESPNL,0
ENSP00000452191.1;ENSP00000452181.1;ENSP00000339122.2;ENSP00000451857.1;ENSP00000404815.2;ENSP00000313098.5;ENSP00000452176.1,ENSP00000452191.1;ENSP00000452181.1;ENSP00000339122.2;ENSP00000451857.1;ENSP00000404815.2;ENSP00000313098.5,VIPAS39; VIPAS39; VIPAS39; VIPAS39; VIPAS39; VIPAS39; VIPAS39,13009000
ENSP00000339145.4,ENSP00000339145.4,RRP1B,2312000
ENSP00000448517.1;ENSP00000447255.1;ENSP00000339157.3;ENSP00000446799.1;ENSP00000449911.1;ENSP00000447455.1;ENSP00000450400.1;ENSP00000446573.1;ENSP00000448078.1,ENSP00000448517.1;ENSP00000447255.1;ENSP00000339157.3;ENSP00000446799.1,CPM; CPM; CPM; CPM; CPM; CPM; CPM; CPM; CPM,8190200
ENSP00000339161.6;ENSP00000347964.2,ENSP00000339161.6;ENSP00000347964.2,AIDA; AIDA,96659000
ENSP00000376238.3;ENSP00000339182.4;ENSP00000295548.3;ENSP00000395367.1;ENSP00000402023.2;ENSP00000401481.1;ENSP00000383129.2,ENSP00000376238.3;ENSP00000339182.4;ENSP00000295548.3;ENSP00000395367.1,ATP13A4; ATP13A4; ATP13A4; ATP13A4; ATP13A4; ATP13A4; ATP13A4,0
ENSP00000385607.3;ENSP00000339186.4;ENSP00000396355.1,ENSP00000385607.3;ENSP00000339186.4,GRAP2; GRAP2; GRAP2,5924700
ENSP00000339191.2,ENSP00000339191.2,CAV1,5410400000
ENSP00000487221.1;ENSP00000479150.2;ENSP00000339207.6;ENSP00000298090.6,ENSP00000487221.1;ENSP00000479150.2;ENSP00000339207.6;ENSP00000298090.6,FAM122B; FAM122B; FAM122B; FAM122B,885570
ENSP00000339220.5;ENSP00000382806.2;ENSP00000352956.3;ENSP00000438504.2;ENSP00000452171.1;ENSP00000452602.1;ENSP00000451642.1;ENSP00000450423.1;ENSP00000450556.1,ENSP00000339220.5;ENSP00000382806.2;ENSP00000352956.3;ENSP00000438504.2;ENSP00000452171.1;ENSP00000452602.1;ENSP00000451642.1,RBM23; RBM23; RBM23; RBM23; RBM23; RBM23; RBM23; RBM23; RBM23,0
ENSP00000470713.1;ENSP00000339251.3,ENSP00000470713.1;ENSP00000339251.3,KRTDAP; KRTDAP,0
ENSP00000407104.2;ENSP00000339260.4;ENSP00000389316.1;ENSP00000437386.1;ENSP00000444606.1,ENSP00000407104.2;ENSP00000339260.4;ENSP00000389316.1;ENSP00000437386.1;ENSP00000444606.1,SLC6A13; SLC6A13; SLC6A13; SLC6A13; SLC6A13,0
ENSP00000382092.1;ENSP00000382090.1;ENSP00000382088.1;ENSP00000382087.1;ENSP00000339292.2,ENSP00000382092.1;ENSP00000382090.1;ENSP00000382088.1;ENSP00000382087.1;ENSP00000339292.2,CLDN14; CLDN14; CLDN14; CLDN14; CLDN14,0
ENSP00000339299.4;ENSP00000426342.2;ENSP00000339291.5,ENSP00000339299.4;ENSP00000426342.2,TRIO; TRIO; TRIO,3277500
ENSP00000339328.3;ENSP00000470029.1;ENSP00000471881.1;ENSP00000471241.1;ENSP00000221264.3;ENSP00000471525.1;ENSP00000470050.1;ENSP00000472511.1;ENSP00000473055.1;ENSP00000468863.1,ENSP00000339328.3;ENSP00000470029.1;ENSP00000471881.1;ENSP00000471241.1;ENSP00000221264.3;ENSP00000471525.1,PLAUR; PLAUR; PLAUR; PLAUR; PLAUR; PLAUR; PLAUR; PLAUR; PLAUR; PLAUR,3408700
ENSP00000339340.3;ENSP00000434174.1;ENSP00000431789.1;ENSP00000435428.1,ENSP00000339340.3;ENSP00000434174.1;ENSP00000431789.1,KCTD21; KCTD21; KCTD21; KCTD21,6475200
ENSP00000339343.5;ENSP00000415569.2,ENSP00000339343.5;ENSP00000415569.2,GRIA1; GRIA1,0
ENSP00000376759.2;ENSP00000339356.4,ENSP00000376759.2;ENSP00000339356.4,KLRG2; KLRG2,610430
ENSP00000437224.1;ENSP00000454179.1;ENSP00000373992.3;ENSP00000436988.1;ENSP00000431603.3;ENSP00000453255.1;ENSP00000339369.5;ENSP00000452930.2;ENSP00000475664.1;ENSP00000476062.1;ENSP00000436100.1;ENSP00000471890.1;ENSP00000476240.1;ENSP00000486228.1,ENSP00000437224.1;ENSP00000454179.1;ENSP00000373992.3;ENSP00000436988.1;ENSP00000431603.3;ENSP00000453255.1;ENSP00000339369.5;ENSP00000452930.2;ENSP00000475664.1,POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; POU2F2; NA; POU2F2,0
ENSP00000368945.1;ENSP00000339371.2;ENSP00000368953.2;ENSP00000354699.2;ENSP00000343412.2;ENSP00000368950.3;ENSP00000392345.1;ENSP00000474342.1,ENSP00000368945.1;ENSP00000339371.2;ENSP00000368953.2;ENSP00000354699.2;ENSP00000343412.2;ENSP00000368950.3,BABAM2; BABAM2; BABAM2; BABAM2; BABAM2; BABAM2; BABAM2; BABAM2,23070000
ENSP00000394659.2;ENSP00000378116.3;ENSP00000339374.5;ENSP00000399093.2;ENSP00000255684.5,ENSP00000394659.2;ENSP00000378116.3;ENSP00000339374.5;ENSP00000399093.2;ENSP00000255684.5,LGALS12; LGALS12; LGALS12; LGALS12; LGALS12,1889300
ENSP00000339389.2,ENSP00000339389.2,OTUD6A,0
ENSP00000383715.2;ENSP00000343952.5;ENSP00000339393.4,ENSP00000383715.2;ENSP00000343952.5;ENSP00000339393.4,CCR6; CCR6; CCR6,0
ENSP00000437302.1;ENSP00000378767.1;ENSP00000364087.2;ENSP00000339398.5,ENSP00000437302.1;ENSP00000378767.1;ENSP00000364087.2;ENSP00000339398.5,HLA-DQA1; HLA-DQA1; HLA-DQA1; HLA-DQA1,83627000
ENSP00000399805.1;ENSP00000339399.5;ENSP00000359908.3;ENSP00000359907.1;ENSP00000404289.1,ENSP00000399805.1;ENSP00000339399.5;ENSP00000359908.3;ENSP00000359907.1;ENSP00000404289.1,CRYZ; CRYZ; CRYZ; CRYZ; CRYZ,795520000
ENSP00000481249.1;ENSP00000449227.1;ENSP00000448815.1;ENSP00000447161.1;ENSP00000442898.2;ENSP00000339428.2;ENSP00000447902.1;ENSP00000448611.1;ENSP00000474805.1;ENSP00000474888.1;ENSP00000448709.1,ENSP00000481249.1;ENSP00000449227.1;ENSP00000448815.1;ENSP00000447161.1;ENSP00000442898.2;ENSP00000339428.2;ENSP00000447902.1;ENSP00000448611.1,SOCS2; SOCS2; SOCS2; SOCS2; SOCS2; SOCS2; SOCS2; SOCS2; SOCS2; SOCS2; SOCS2,1393200
ENSP00000339435.5;ENSP00000476682.1;ENSP00000461125.1;ENSP00000460581.2;ENSP00000461589.1;ENSP00000461482.1;ENSP00000458814.1;ENSP00000461343.1,ENSP00000339435.5,SRR; SRR; SRR; SRR; SRR; SRR; SRR; SRR,25126000
ENSP00000444432.1;ENSP00000339436.4;ENSP00000340998.4;ENSP00000447292.1;ENSP00000447594.1,ENSP00000444432.1;ENSP00000339436.4;ENSP00000340998.4;ENSP00000447292.1,NTN4; NTN4; NTN4; NTN4; NTN4,11816000
ENSP00000346285.2;ENSP00000339438.2;ENSP00000362013.4;ENSP00000439689.1;ENSP00000362008.5,ENSP00000346285.2;ENSP00000339438.2;ENSP00000362013.4;ENSP00000439689.1;ENSP00000362008.5,TRERF1; TRERF1; TRERF1; TRERF1; TRERF1,0
ENSP00000339449.5;ENSP00000476293.1;ENSP00000468193.1,ENSP00000339449.5,CFAP52; CFAP52; CFAP52,1191200
ENSP00000436932.1;ENSP00000380176.1;ENSP00000380175.1;ENSP00000339467.4,ENSP00000436932.1;ENSP00000380176.1;ENSP00000380175.1;ENSP00000339467.4,RHOG; RHOG; RHOG; RHOG,96982000
ENSP00000383960.3;ENSP00000339479.5;ENSP00000396468.1;ENSP00000408112.1;ENSP00000474247.1;ENSP00000474091.1;REV__ENSP00000468972.1,ENSP00000383960.3;ENSP00000339479.5;ENSP00000396468.1,NT5C2; NT5C2; NT5C2; NT5C2; NT5C2; NT5C2; NA,21295000
ENSP00000339495.5;ENSP00000489248.1,ENSP00000339495.5;ENSP00000489248.1,NELFB; NELFB,10475000
ENSP00000380242.2;ENSP00000380239.1;ENSP00000349148.1;ENSP00000343439.2;ENSP00000380241.1;ENSP00000339503.4;ENSP00000405334.1,ENSP00000380242.2;ENSP00000380239.1;ENSP00000349148.1;ENSP00000343439.2;ENSP00000380241.1;ENSP00000339503.4,NUDT1; NUDT1; NUDT1; NUDT1; NUDT1; NUDT1; NUDT1,75219000
ENSP00000339511.3,ENSP00000339511.3,H2AP,0
ENSP00000367154.3;ENSP00000339521.5;ENSP00000473588.1,ENSP00000367154.3;ENSP00000339521.5;ENSP00000473588.1,RSU1; RSU1; RSU1,2294700000
ENSP00000367454.3;ENSP00000339524.4;ENSP00000436775.1;ENSP00000462770.1,ENSP00000367454.3;ENSP00000339524.4;ENSP00000436775.1,DFFB; DFFB; DFFB; DFFB,4801300
ENSP00000385824.1;ENSP00000339527.6;ENSP00000446316.1,ENSP00000385824.1;ENSP00000339527.6;ENSP00000446316.1,FOXO3; FOXO3; FOXO3,6045700
ENSP00000385787.2;ENSP00000339529.3;ENSP00000428945.1,ENSP00000385787.2;ENSP00000339529.3,POP1; POP1; POP1,5344600
ENSP00000424064.1;ENSP00000395893.2;ENSP00000339532.3;ENSP00000412199.1;ENSP00000396359.1;ENSP00000411126.1;ENSP00000402968.1,ENSP00000424064.1;ENSP00000395893.2;ENSP00000339532.3;ENSP00000412199.1,THUMPD3; THUMPD3; THUMPD3; THUMPD3; THUMPD3; THUMPD3; THUMPD3,6663200
ENSP00000339553.4;ENSP00000442242.1;ENSP00000438152.2;ENSP00000443478.1;ENSP00000445380.1,ENSP00000339553.4;ENSP00000442242.1;ENSP00000438152.2;ENSP00000443478.1,TNC; TNC; TNC; TNC; TNC,0
ENSP00000339566.2,ENSP00000339566.2,H1-2,629140000
ENSP00000339569.6,ENSP00000339569.6,RABEP1,0
ENSP00000386670.3;ENSP00000339587.3;ENSP00000401332.1;ENSP00000387119.1;ENSP00000414090.2;ENSP00000398445.1;ENSP00000389874.1;ENSP00000413963.1,ENSP00000386670.3;ENSP00000339587.3;ENSP00000401332.1;ENSP00000387119.1,NA; GSDME; GSDME; GSDME; NA; GSDME; GSDME; GSDME,7611300
ENSP00000339613.5;ENSP00000329682.7;ENSP00000335427.9;ENSP00000407635.1;ENSP00000482216.1,ENSP00000339613.5;ENSP00000329682.7;ENSP00000335427.9,POFUT2; POFUT2; POFUT2; POFUT2; POFUT2,9507800
ENSP00000339620.4;ENSP00000289734.7;ENSP00000430368.1,ENSP00000339620.4;ENSP00000289734.7,ANK1; ANK1; ANK1,463980000
ENSP00000339622.4;ENSP00000425675.1;ENSP00000425736.1;ENSP00000425406.1,ENSP00000339622.4,PAIP1; PAIP1; PAIP1; PAIP1,0
ENSP00000339637.4;ENSP00000409209.2,ENSP00000339637.4,BRAT1; BRAT1,2616300
ENSP00000415812.2;ENSP00000339659.5;ENSP00000488229.1;ENSP00000400879.1;ENSP00000400375.1;ENSP00000488751.1;ENSP00000488602.1,ENSP00000415812.2;ENSP00000339659.5;ENSP00000488229.1,TRIM2; TRIM2; TRIM2; TRIM2; TRIM2; TRIM2; TRIM2,54825000
ENSP00000339692.4;ENSP00000476848.1;ENSP00000413468.1;ENSP00000409767.1;ENSP00000473555.1,ENSP00000339692.4,RASSF4; RASSF4; RASSF4; RASSF4; RASSF4,1190800
ENSP00000339720.5,ENSP00000339720.5,NDUFA4,1324300000
ENSP00000339723.3;ENSP00000367211.4,ENSP00000339723.3,CIR1; CIR1,0
ENSP00000339730.2;ENSP00000422298.1,ENSP00000339730.2;ENSP00000422298.1,THBS4; THBS4,87051000
ENSP00000423677.1;ENSP00000339740.5;ENSP00000378032.3;ENSP00000369098.2;ENSP00000296402.5;ENSP00000423482.1;ENSP00000422566.1;ENSP00000424247.1,ENSP00000423677.1;ENSP00000339740.5;ENSP00000378032.3;ENSP00000369098.2;ENSP00000296402.5;ENSP00000423482.1;ENSP00000422566.1,CAMK2D; CAMK2D; CAMK2D; CAMK2D; CAMK2D; CAMK2D; CAMK2D; CAMK2D,0
ENSP00000438323.1;ENSP00000386581.1;ENSP00000376608.1;ENSP00000339750.4;ENSP00000376606.3;ENSP00000376610.2;ENSP00000241391.6;ENSP00000484990.1;ENSP00000386691.1;ENSP00000437964.1;ENSP00000403869.1;ENSP00000400661.1;ENSP00000401137.1;ENSP00000395932.1,ENSP00000438323.1;ENSP00000386581.1;ENSP00000376608.1;ENSP00000339750.4;ENSP00000376606.3;ENSP00000376610.2;ENSP00000241391.6;ENSP00000484990.1;ENSP00000386691.1;ENSP00000437964.1,GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1; GTDC1,0
ENSP00000375057.2;ENSP00000339754.3,ENSP00000375057.2;ENSP00000339754.3,ARL4C; ARL4C,362510
ENSP00000339795.2;ENSP00000379731.1;ENSP00000379730.1;ENSP00000379729.1;ENSP00000415808.1;ENSP00000401300.1,ENSP00000339795.2;ENSP00000379731.1;ENSP00000379730.1;ENSP00000379729.1,RPL7; RPL7; RPL7; RPL7; RPL7; RPL7,1578700000
ENSP00000339801.6;ENSP00000359470.4;ENSP00000418264.1;ENSP00000477056.1;ENSP00000428980.1;ENSP00000390241.2,ENSP00000339801.6;ENSP00000359470.4;ENSP00000418264.1,IDS; IDS; IDS; AC244197.3; IDS; IDS,0
ENSP00000385192.1;ENSP00000381180.2;ENSP00000339813.4;ENSP00000403758.1;ENSP00000400357.1;ENSP00000403875.1,ENSP00000385192.1;ENSP00000381180.2;ENSP00000339813.4,TPST2; TPST2; TPST2; TPST2; TPST2; TPST2,446850
ENSP00000433362.1;ENSP00000429993.2;ENSP00000339820.3;ENSP00000429020.2,ENSP00000433362.1;ENSP00000429993.2;ENSP00000339820.3;ENSP00000429020.2,TSPAN18; TSPAN18; TSPAN18; TSPAN18,40628000
ENSP00000339824.4;ENSP00000412903.2;ENSP00000231803.1;ENSP00000414914.2;ENSP00000260795.2;ENSP00000420533.2;ENSP00000479472.1,ENSP00000339824.4;ENSP00000412903.2;ENSP00000231803.1;ENSP00000414914.2;ENSP00000260795.2;ENSP00000420533.2,FGFR3; FGFR3; FGFR3; FGFR3; FGFR3; FGFR3; FGFR3,0
ENSP00000339826.5;ENSP00000360151.2;ENSP00000360150.3,ENSP00000339826.5;ENSP00000360151.2,PIK3AP1; PIK3AP1; PIK3AP1,3492100
ENSP00000424161.1;ENSP00000409335.1;ENSP00000425979.2;ENSP00000339845.3;ENSP00000422745.1,ENSP00000424161.1;ENSP00000409335.1;ENSP00000425979.2;ENSP00000339845.3,DROSHA; DROSHA; DROSHA; DROSHA; DROSHA,288200
ENSP00000339850.3;ENSP00000357616.1,ENSP00000339850.3;ENSP00000357616.1,DPYSL4; DPYSL4,7066900
ENSP00000384088.1;ENSP00000339881.4;ENSP00000410752.1;ENSP00000413050.1;ENSP00000413489.1;ENSP00000407518.1,ENSP00000384088.1;ENSP00000339881.4,MIOS; MIOS; MIOS; MIOS; MIOS; MIOS,5389100
ENSP00000339886.5;ENSP00000375909.3,ENSP00000339886.5;ENSP00000375909.3,SPHKAP; SPHKAP,0
ENSP00000367292.3;ENSP00000339912.4,ENSP00000367292.3;ENSP00000339912.4,FLRT3; FLRT3,921280
ENSP00000339913.6;ENSP00000363551.2;ENSP00000363548.2;ENSP00000379140.2,ENSP00000339913.6;ENSP00000363551.2;ENSP00000363548.2;ENSP00000379140.2,CXCL12; CXCL12; CXCL12; CXCL12,12519000
ENSP00000339916.4;ENSP00000384602.1,ENSP00000339916.4;ENSP00000384602.1,LIMK2; LIMK2,4124200
ENSP00000339917.5,ENSP00000339917.5,TAF9B,0
ENSP00000459921.1;ENSP00000339933.4,ENSP00000459921.1;ENSP00000339933.4,PKLR; PKLR,19246000
ENSP00000418232.1;ENSP00000339958.4;ENSP00000392484.2;ENSP00000417812.1,ENSP00000418232.1;ENSP00000339958.4;ENSP00000392484.2;ENSP00000417812.1,NISCH; NISCH; NISCH; NISCH,6627700
ENSP00000434266.1;ENSP00000433295.1;ENSP00000339960.4,ENSP00000434266.1;ENSP00000433295.1;ENSP00000339960.4,KCNJ5; KCNJ5; KCNJ5,0
ENSP00000383001.1;ENSP00000382996.1;ENSP00000339975.3;ENSP00000382993.1;ENSP00000382992.1;ENSP00000443566.1;ENSP00000299295.2,ENSP00000383001.1;ENSP00000382996.1;ENSP00000339975.3;ENSP00000382993.1;ENSP00000382992.1;ENSP00000443566.1;ENSP00000299295.2,CHODL; CHODL; CHODL; CHODL; CHODL; CHODL; CHODL,1148300
ENSP00000340006.4;ENSP00000351350.4;ENSP00000343554.5;ENSP00000358943.2,ENSP00000340006.4;ENSP00000351350.4;ENSP00000343554.5;ENSP00000358943.2,TPD52L2; TPD52L2; TPD52L2; TPD52L2,6323900
ENSP00000482870.1;ENSP00000455624.1;ENSP00000455196.1;ENSP00000340017.4;ENSP00000454857.1;ENSP00000456704.2;ENSP00000457184.2;ENSP00000454827.2;ENSP00000458670.1,ENSP00000482870.1;ENSP00000455624.1;ENSP00000455196.1;ENSP00000340017.4,DOC2A; DOC2A; DOC2A; DOC2A; DOC2A; DOC2A; DOC2A; DOC2A; DOC2A,0
ENSP00000373620.3;ENSP00000340019.2;ENSP00000412717.1;ENSP00000393670.1;ENSP00000414446.1;ENSP00000396460.1;ENSP00000402478.1;ENSP00000412227.1,ENSP00000373620.3;ENSP00000340019.2,HSPD1; HSPD1; HSPD1; HSPD1; HSPD1; HSPD1; HSPD1; HSPD1,3534800000
ENSP00000340041.4;ENSP00000400294.2;ENSP00000486985.1;ENSP00000419077.1;ENSP00000417547.1,ENSP00000340041.4;ENSP00000400294.2,UBA3; UBA3; UBA3; UBA3; UBA3,0
ENSP00000340057.3,ENSP00000340057.3,DMD,989450
ENSP00000340062.5;ENSP00000421362.2;ENSP00000426251.1;ENSP00000426715.1,ENSP00000340062.5;ENSP00000421362.2;ENSP00000426251.1,VCAN; VCAN; VCAN; VCAN,0
ENSP00000340090.6;ENSP00000356568.1;ENSP00000405048.1;ENSP00000485875.1;ENSP00000473952.1;ENSP00000356573.4;ENSP00000350509.4;ENSP00000275235.4,ENSP00000340090.6;ENSP00000356568.1;ENSP00000405048.1;ENSP00000485875.1;ENSP00000473952.1;ENSP00000356573.4;ENSP00000350509.4;ENSP00000275235.4,NA; AIG1; AIG1; AIG1; AIG1; AIG1; AIG1; AIG1,0
ENSP00000488648.1;ENSP00000488504.1;ENSP00000487770.1;ENSP00000482162.1;ENSP00000481285.1;ENSP00000419188.1;ENSP00000412376.1;ENSP00000407112.1;ENSP00000392775.1;ENSP00000340093.4;ENSP00000488410.1;ENSP00000404391.1;ENSP00000488070.1;ENSP00000395138.1,ENSP00000488648.1;ENSP00000488504.1;ENSP00000487770.1;ENSP00000482162.1;ENSP00000481285.1;ENSP00000419188.1;ENSP00000412376.1;ENSP00000407112.1;ENSP00000392775.1;ENSP00000340093.4,NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD; NAPEPLD,7095800
ENSP00000415111.2;ENSP00000390026.1;ENSP00000340109.2;ENSP00000377569.2;ENSP00000198536.2,ENSP00000415111.2;ENSP00000390026.1;ENSP00000340109.2;ENSP00000377569.2;ENSP00000198536.2,PILRA; PILRA; PILRA; PILRA; PILRA,0
ENSP00000349045.3;ENSP00000340111.3;ENSP00000351484.3;ENSP00000344244.4;ENSP00000347955.3;ENSP00000434233.1;ENSP00000434225.1,ENSP00000349045.3;ENSP00000340111.3;ENSP00000351484.3;ENSP00000344244.4;ENSP00000347955.3,NAALADL1; NA; NAALADL1; NAALADL1; NAALADL1; NAALADL1; NAALADL1,0
ENSP00000435871.1;ENSP00000432510.1;ENSP00000340164.3;ENSP00000362958.5;ENSP00000341213.3,ENSP00000435871.1;ENSP00000432510.1;ENSP00000340164.3;ENSP00000362958.5;ENSP00000341213.3,RAB5IF; RAB5IF; RAB5IF; RAB5IF; RAB5IF,0
ENSP00000340167.5;ENSP00000404864.1,ENSP00000340167.5,OLA1; OLA1,0
ENSP00000340176.4;ENSP00000287771.5;ENSP00000428675.1;ENSP00000430370.1;ENSP00000430893.1;ENSP00000430342.1;ENSP00000427896.1;ENSP00000429086.1;ENSP00000430638.1,ENSP00000340176.4;ENSP00000287771.5;ENSP00000428675.1;ENSP00000430370.1,RBPMS; RBPMS; RBPMS; RBPMS; RBPMS; RBPMS; RBPMS; RBPMS; RBPMS,184640000
ENSP00000340184.4;ENSP00000450087.1;ENSP00000450266.1;ENSP00000448463.1;ENSP00000448706.1;ENSP00000448411.1;ENSP00000447975.1;ENSP00000449890.1,ENSP00000340184.4;ENSP00000450087.1;ENSP00000450266.1;ENSP00000448463.1;ENSP00000448706.1;ENSP00000448411.1,LIMA1; LIMA1; LIMA1; LIMA1; LIMA1; LIMA1; LIMA1; LIMA1,199840000
ENSP00000484592.1;ENSP00000431688.1;ENSP00000340200.3;ENSP00000278400.3;ENSP00000468512.1,ENSP00000484592.1;ENSP00000431688.1;ENSP00000340200.3;ENSP00000278400.3,GLYAT; GLYAT; GLYAT; GLYAT; GLYAT,11341000
ENSP00000437122.1;ENSP00000435179.1;ENSP00000434617.1;ENSP00000432942.1;ENSP00000410182.2;ENSP00000404822.2;ENSP00000403511.2;ENSP00000402425.2;ENSP00000379191.3;ENSP00000340210.3;ENSP00000432362.1;ENSP00000436497.1;ENSP00000436737.1,ENSP00000437122.1;ENSP00000435179.1;ENSP00000434617.1;ENSP00000432942.1;ENSP00000410182.2;ENSP00000404822.2;ENSP00000403511.2;ENSP00000402425.2;ENSP00000379191.3;ENSP00000340210.3;ENSP00000432362.1;ENSP00000436497.1,AL049629.2; AL049629.2; CD59; CD59; CD59; CD59; CD59; CD59; CD59; CD59; AL049629.2; AL049629.2; CD59,38563000
ENSP00000377471.1;ENSP00000340211.5;ENSP00000479949.1;ENSP00000486585.1;ENSP00000445330.1;ENSP00000438056.2,ENSP00000377471.1;ENSP00000340211.5,CORO1B; CORO1B; CORO1B; CORO1B; CORO1B; CORO1B,448240000
ENSP00000351974.5;ENSP00000340220.5;ENSP00000390166.1,ENSP00000351974.5;ENSP00000340220.5,C7orf26; C7orf26; C7orf26,539380
ENSP00000386862.1;ENSP00000375867.2;ENSP00000340237.4;ENSP00000415391.1;ENSP00000403251.1;ENSP00000387995.1;ENSP00000414740.1,ENSP00000386862.1;ENSP00000375867.2;ENSP00000340237.4,SH3BP4; SH3BP4; SH3BP4; SH3BP4; SH3BP4; SH3BP4; SH3BP4,2112900
ENSP00000427385.1;ENSP00000425256.1;ENSP00000422116.1;ENSP00000427658.1;ENSP00000425204.1;ENSP00000423093.1;ENSP00000422428.1;ENSP00000423151.1;ENSP00000423732.1;ENSP00000421413.1;ENSP00000420913.1;ENSP00000425539.1;ENSP00000426869.1;ENSP00000423590.1;ENSP00000421226.1;ENSP00000377739.2;ENSP00000377734.2;ENSP00000340247.6;ENSP00000377735.3;ENSP00000424589.1;ENSP00000427042.1;ENSP00000423592.1;ENSP00000424669.1;ENSP00000424484.1;ENSP00000427119.1,ENSP00000427385.1;ENSP00000425256.1;ENSP00000422116.1;ENSP00000427658.1;ENSP00000425204.1;ENSP00000423093.1;ENSP00000422428.1;ENSP00000423151.1;ENSP00000423732.1;ENSP00000421413.1;ENSP00000420913.1;ENSP00000425539.1;ENSP00000426869.1;ENSP00000423590.1;ENSP00000421226.1;ENSP00000377739.2;ENSP00000377734.2;ENSP00000340247.6;ENSP00000377735.3;ENSP00000424589.1,CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1; CLDND1,0
ENSP00000340251.5,ENSP00000340251.5,TMPO,771160
ENSP00000439414.1;ENSP00000340257.3,ENSP00000439414.1;ENSP00000340257.3,MAP3K20; MAP3K20,27221000
ENSP00000340260.2;ENSP00000360366.3,ENSP00000340260.2;ENSP00000360366.3,ACOT11; ACOT11,32563000
ENSP00000340271.5,ENSP00000340271.5,TAF3,277850
ENSP00000359911.1;ENSP00000340274.2;ENSP00000484870.1,ENSP00000359911.1;ENSP00000340274.2;ENSP00000484870.1,RAP2C; RAP2C; RAP2C,15600000
ENSP00000465404.1;ENSP00000418770.1;ENSP00000366711.1;ENSP00000366708.1;ENSP00000340278.5;ENSP00000466242.1;ENSP00000466756.1,ENSP00000465404.1;ENSP00000418770.1;ENSP00000366711.1;ENSP00000366708.1;ENSP00000340278.5;ENSP00000466242.1;ENSP00000466756.1,PARK7; PARK7; PARK7; PARK7; PARK7; PARK7; PARK7,4095100000
ENSP00000474480.1;ENSP00000412781.2;ENSP00000340279.3;ENSP00000474925.1;ENSP00000432261.1;ENSP00000416067.1,ENSP00000474480.1;ENSP00000412781.2;ENSP00000340279.3;ENSP00000474925.1;ENSP00000432261.1,SSX2IP; SSX2IP; SSX2IP; SSX2IP; SSX2IP; SSX2IP,6391400
